2025-03-23 08:59:51,559 INFO -- Edge Accuracy = 100.00, Instantaneous Accuracy = 100.00, Lagged Accuracy = 100.00, Counterfactual Accuracy = 0.00,  Blended Accuracy = 0.00,  RR Accuracy = 100.00  
2025-03-23 18:43:55,366 INFO -- Edge Accuracy = 71.43, Instantaneous Accuracy = 57.14, Lagged Accuracy = 57.14, Counterfactual Accuracy = 28.57,  Blended Accuracy = 71.43,  RR Accuracy = 28.57  
2025-03-23 18:58:28,205 INFO -- Edge Accuracy = 62.50, Instantaneous Accuracy = 62.50, Lagged Accuracy = 62.50, Counterfactual Accuracy = 25.00,  Blended Accuracy = 62.50,  RR Accuracy = 37.50  
2025-03-23 19:29:13,793 INFO -- Edge Accuracy = 100.00, Instantaneous Accuracy = 100.00, Lagged Accuracy = 0.00, Counterfactual Accuracy = 100.00,  Blended Accuracy = 100.00,  RR Accuracy = 0.00  
2025-03-23 19:49:39,460 INFO -- Edge Accuracy = 100.00, Instantaneous Accuracy = 100.00, Lagged Accuracy = 50.00, Counterfactual Accuracy = 50.00,  Blended Accuracy = 100.00,  RR Accuracy = 0.00  
2025-03-23 20:10:09,839 INFO -- Edge Accuracy = 100.00, Instantaneous Accuracy = 100.00, Lagged Accuracy = 66.67, Counterfactual Accuracy = 66.67,  Blended Accuracy = 100.00,  RR Accuracy = 33.33  
2025-03-23 20:30:39,428 INFO -- Edge Accuracy = 75.00, Instantaneous Accuracy = 75.00, Lagged Accuracy = 50.00, Counterfactual Accuracy = 75.00,  Blended Accuracy = 100.00,  RR Accuracy = 25.00  
2025-03-23 20:51:13,242 INFO -- Edge Accuracy = 80.00, Instantaneous Accuracy = 80.00, Lagged Accuracy = 60.00, Counterfactual Accuracy = 60.00,  Blended Accuracy = 100.00,  RR Accuracy = 40.00  
2025-03-23 21:11:56,025 INFO -- Edge Accuracy = 66.67, Instantaneous Accuracy = 66.67, Lagged Accuracy = 66.67, Counterfactual Accuracy = 66.67,  Blended Accuracy = 100.00,  RR Accuracy = 33.33  
2025-03-23 21:32:40,128 INFO -- Edge Accuracy = 71.43, Instantaneous Accuracy = 71.43, Lagged Accuracy = 57.14, Counterfactual Accuracy = 71.43,  Blended Accuracy = 85.71,  RR Accuracy = 28.57  
2025-03-23 21:53:21,672 INFO -- Edge Accuracy = 62.50, Instantaneous Accuracy = 62.50, Lagged Accuracy = 50.00, Counterfactual Accuracy = 75.00,  Blended Accuracy = 87.50,  RR Accuracy = 25.00  
2025-03-23 22:13:55,332 INFO -- Edge Accuracy = 55.56, Instantaneous Accuracy = 55.56, Lagged Accuracy = 44.44, Counterfactual Accuracy = 66.67,  Blended Accuracy = 77.78,  RR Accuracy = 22.22  
2025-03-23 22:34:36,111 INFO -- Edge Accuracy = 60.00, Instantaneous Accuracy = 60.00, Lagged Accuracy = 40.00, Counterfactual Accuracy = 70.00,  Blended Accuracy = 80.00,  RR Accuracy = 30.00  
2025-03-23 22:55:16,336 INFO -- Edge Accuracy = 63.64, Instantaneous Accuracy = 63.64, Lagged Accuracy = 45.45, Counterfactual Accuracy = 72.73,  Blended Accuracy = 81.82,  RR Accuracy = 27.27  
2025-03-23 23:15:51,684 INFO -- Edge Accuracy = 66.67, Instantaneous Accuracy = 66.67, Lagged Accuracy = 41.67, Counterfactual Accuracy = 75.00,  Blended Accuracy = 83.33,  RR Accuracy = 33.33  
2025-03-23 23:36:22,074 INFO -- Edge Accuracy = 69.23, Instantaneous Accuracy = 69.23, Lagged Accuracy = 46.15, Counterfactual Accuracy = 76.92,  Blended Accuracy = 84.62,  RR Accuracy = 38.46  
2025-03-23 23:57:00,595 INFO -- Edge Accuracy = 71.43, Instantaneous Accuracy = 64.29, Lagged Accuracy = 42.86, Counterfactual Accuracy = 78.57,  Blended Accuracy = 85.71,  RR Accuracy = 35.71  
2025-03-24 00:17:38,007 INFO -- Edge Accuracy = 73.33, Instantaneous Accuracy = 66.67, Lagged Accuracy = 40.00, Counterfactual Accuracy = 80.00,  Blended Accuracy = 86.67,  RR Accuracy = 33.33  
2025-03-24 00:38:12,229 INFO -- Edge Accuracy = 68.75, Instantaneous Accuracy = 62.50, Lagged Accuracy = 43.75, Counterfactual Accuracy = 75.00,  Blended Accuracy = 81.25,  RR Accuracy = 31.25  
2025-03-24 00:58:46,919 INFO -- Edge Accuracy = 70.59, Instantaneous Accuracy = 64.71, Lagged Accuracy = 47.06, Counterfactual Accuracy = 76.47,  Blended Accuracy = 82.35,  RR Accuracy = 29.41  
2025-03-24 01:19:21,562 INFO -- Edge Accuracy = 72.22, Instantaneous Accuracy = 66.67, Lagged Accuracy = 50.00, Counterfactual Accuracy = 77.78,  Blended Accuracy = 83.33,  RR Accuracy = 27.78  
2025-03-24 01:39:59,098 INFO -- Edge Accuracy = 73.68, Instantaneous Accuracy = 68.42, Lagged Accuracy = 52.63, Counterfactual Accuracy = 73.68,  Blended Accuracy = 84.21,  RR Accuracy = 31.58  
2025-03-24 02:00:34,845 INFO -- Edge Accuracy = 70.00, Instantaneous Accuracy = 65.00, Lagged Accuracy = 50.00, Counterfactual Accuracy = 75.00,  Blended Accuracy = 80.00,  RR Accuracy = 35.00  
2025-03-24 02:21:08,121 INFO -- Edge Accuracy = 66.67, Instantaneous Accuracy = 61.90, Lagged Accuracy = 47.62, Counterfactual Accuracy = 71.43,  Blended Accuracy = 76.19,  RR Accuracy = 33.33  
2025-03-24 02:41:44,979 INFO -- Edge Accuracy = 68.18, Instantaneous Accuracy = 63.64, Lagged Accuracy = 45.45, Counterfactual Accuracy = 72.73,  Blended Accuracy = 72.73,  RR Accuracy = 31.82  
2025-03-24 03:00:59,792 INFO -- Edge Accuracy = 69.57, Instantaneous Accuracy = 65.22, Lagged Accuracy = 43.48, Counterfactual Accuracy = 69.57,  Blended Accuracy = 69.57,  RR Accuracy = 34.78  
2025-03-24 03:19:44,424 INFO -- Edge Accuracy = 70.83, Instantaneous Accuracy = 62.50, Lagged Accuracy = 45.83, Counterfactual Accuracy = 66.67,  Blended Accuracy = 70.83,  RR Accuracy = 37.50  
2025-03-24 03:38:13,057 INFO -- Edge Accuracy = 68.00, Instantaneous Accuracy = 60.00, Lagged Accuracy = 48.00, Counterfactual Accuracy = 64.00,  Blended Accuracy = 72.00,  RR Accuracy = 40.00  
2025-03-24 03:58:50,655 INFO -- Edge Accuracy = 69.23, Instantaneous Accuracy = 61.54, Lagged Accuracy = 50.00, Counterfactual Accuracy = 65.38,  Blended Accuracy = 73.08,  RR Accuracy = 42.31  
2025-03-24 04:17:27,118 INFO -- Edge Accuracy = 70.37, Instantaneous Accuracy = 62.96, Lagged Accuracy = 51.85, Counterfactual Accuracy = 62.96,  Blended Accuracy = 70.37,  RR Accuracy = 40.74  
2025-03-24 04:38:06,219 INFO -- Edge Accuracy = 71.43, Instantaneous Accuracy = 64.29, Lagged Accuracy = 53.57, Counterfactual Accuracy = 60.71,  Blended Accuracy = 71.43,  RR Accuracy = 42.86  
2025-03-24 04:58:44,199 INFO -- Edge Accuracy = 68.97, Instantaneous Accuracy = 62.07, Lagged Accuracy = 55.17, Counterfactual Accuracy = 62.07,  Blended Accuracy = 72.41,  RR Accuracy = 44.83  
2025-03-24 05:19:23,391 INFO -- Edge Accuracy = 66.67, Instantaneous Accuracy = 60.00, Lagged Accuracy = 53.33, Counterfactual Accuracy = 60.00,  Blended Accuracy = 73.33,  RR Accuracy = 43.33  
