2025-03-21 19:30:42,988 INFO -- Edge Accuracy = 100.00, Instantaneous Accuracy = 100.00, Lagged Accuracy = 100.00, Counterfactual Accuracy = 100.00,  Blended Accuracy = 100.00,  RR Accuracy = 0.00  
2025-03-21 19:30:46,273 INFO -- Edge Accuracy = 50.00, Instantaneous Accuracy = 100.00, Lagged Accuracy = 100.00, Counterfactual Accuracy = 100.00,  Blended Accuracy = 50.00,  RR Accuracy = 0.00  
2025-03-21 19:30:52,298 INFO -- Edge Accuracy = 66.67, Instantaneous Accuracy = 100.00, Lagged Accuracy = 66.67, Counterfactual Accuracy = 66.67,  Blended Accuracy = 66.67,  RR Accuracy = 0.00  
2025-03-21 19:30:59,085 INFO -- Edge Accuracy = 75.00, Instantaneous Accuracy = 100.00, Lagged Accuracy = 75.00, Counterfactual Accuracy = 50.00,  Blended Accuracy = 75.00,  RR Accuracy = 25.00  
2025-03-21 19:31:03,470 INFO -- Edge Accuracy = 80.00, Instantaneous Accuracy = 100.00, Lagged Accuracy = 80.00, Counterfactual Accuracy = 60.00,  Blended Accuracy = 80.00,  RR Accuracy = 40.00  
2025-03-21 19:31:07,525 INFO -- Edge Accuracy = 83.33, Instantaneous Accuracy = 100.00, Lagged Accuracy = 66.67, Counterfactual Accuracy = 50.00,  Blended Accuracy = 83.33,  RR Accuracy = 50.00  
2025-03-21 19:31:12,789 INFO -- Edge Accuracy = 71.43, Instantaneous Accuracy = 100.00, Lagged Accuracy = 57.14, Counterfactual Accuracy = 42.86,  Blended Accuracy = 71.43,  RR Accuracy = 42.86  
2025-03-21 19:31:16,347 INFO -- Edge Accuracy = 75.00, Instantaneous Accuracy = 87.50, Lagged Accuracy = 62.50, Counterfactual Accuracy = 50.00,  Blended Accuracy = 75.00,  RR Accuracy = 50.00  
2025-03-21 19:31:20,002 INFO -- Edge Accuracy = 66.67, Instantaneous Accuracy = 77.78, Lagged Accuracy = 66.67, Counterfactual Accuracy = 55.56,  Blended Accuracy = 66.67,  RR Accuracy = 55.56  
2025-03-21 19:31:23,413 INFO -- Edge Accuracy = 70.00, Instantaneous Accuracy = 80.00, Lagged Accuracy = 60.00, Counterfactual Accuracy = 50.00,  Blended Accuracy = 70.00,  RR Accuracy = 60.00  
2025-03-21 19:31:27,567 INFO -- Edge Accuracy = 72.73, Instantaneous Accuracy = 81.82, Lagged Accuracy = 63.64, Counterfactual Accuracy = 45.45,  Blended Accuracy = 72.73,  RR Accuracy = 63.64  
2025-03-21 19:31:31,518 INFO -- Edge Accuracy = 66.67, Instantaneous Accuracy = 83.33, Lagged Accuracy = 58.33, Counterfactual Accuracy = 50.00,  Blended Accuracy = 75.00,  RR Accuracy = 66.67  
2025-03-21 19:31:34,306 INFO -- Edge Accuracy = 61.54, Instantaneous Accuracy = 76.92, Lagged Accuracy = 53.85, Counterfactual Accuracy = 53.85,  Blended Accuracy = 69.23,  RR Accuracy = 61.54  
2025-03-21 19:31:42,265 INFO -- Edge Accuracy = 64.29, Instantaneous Accuracy = 78.57, Lagged Accuracy = 57.14, Counterfactual Accuracy = 57.14,  Blended Accuracy = 71.43,  RR Accuracy = 64.29  
2025-03-21 19:31:46,135 INFO -- Edge Accuracy = 66.67, Instantaneous Accuracy = 80.00, Lagged Accuracy = 60.00, Counterfactual Accuracy = 60.00,  Blended Accuracy = 73.33,  RR Accuracy = 66.67  
2025-03-21 19:31:49,329 INFO -- Edge Accuracy = 62.50, Instantaneous Accuracy = 75.00, Lagged Accuracy = 62.50, Counterfactual Accuracy = 62.50,  Blended Accuracy = 68.75,  RR Accuracy = 62.50  
2025-03-21 19:31:53,112 INFO -- Edge Accuracy = 64.71, Instantaneous Accuracy = 70.59, Lagged Accuracy = 64.71, Counterfactual Accuracy = 64.71,  Blended Accuracy = 70.59,  RR Accuracy = 64.71  
2025-03-21 19:31:56,294 INFO -- Edge Accuracy = 66.67, Instantaneous Accuracy = 72.22, Lagged Accuracy = 66.67, Counterfactual Accuracy = 61.11,  Blended Accuracy = 72.22,  RR Accuracy = 61.11  
2025-03-21 19:32:02,130 INFO -- Edge Accuracy = 68.42, Instantaneous Accuracy = 73.68, Lagged Accuracy = 68.42, Counterfactual Accuracy = 63.16,  Blended Accuracy = 73.68,  RR Accuracy = 63.16  
2025-03-21 19:32:05,172 INFO -- Edge Accuracy = 70.00, Instantaneous Accuracy = 75.00, Lagged Accuracy = 70.00, Counterfactual Accuracy = 65.00,  Blended Accuracy = 75.00,  RR Accuracy = 65.00  
2025-03-21 19:32:14,788 INFO -- Edge Accuracy = 66.67, Instantaneous Accuracy = 76.19, Lagged Accuracy = 66.67, Counterfactual Accuracy = 61.90,  Blended Accuracy = 71.43,  RR Accuracy = 61.90  
2025-03-21 19:32:18,171 INFO -- Edge Accuracy = 63.64, Instantaneous Accuracy = 72.73, Lagged Accuracy = 63.64, Counterfactual Accuracy = 59.09,  Blended Accuracy = 68.18,  RR Accuracy = 63.64  
2025-03-21 19:32:21,494 INFO -- Edge Accuracy = 60.87, Instantaneous Accuracy = 69.57, Lagged Accuracy = 65.22, Counterfactual Accuracy = 60.87,  Blended Accuracy = 65.22,  RR Accuracy = 65.22  
2025-03-21 19:32:25,526 INFO -- Edge Accuracy = 58.33, Instantaneous Accuracy = 70.83, Lagged Accuracy = 66.67, Counterfactual Accuracy = 62.50,  Blended Accuracy = 66.67,  RR Accuracy = 66.67  
2025-03-21 19:32:29,023 INFO -- Edge Accuracy = 60.00, Instantaneous Accuracy = 72.00, Lagged Accuracy = 68.00, Counterfactual Accuracy = 64.00,  Blended Accuracy = 68.00,  RR Accuracy = 68.00  
2025-03-21 19:32:32,752 INFO -- Edge Accuracy = 61.54, Instantaneous Accuracy = 73.08, Lagged Accuracy = 69.23, Counterfactual Accuracy = 61.54,  Blended Accuracy = 69.23,  RR Accuracy = 69.23  
2025-03-21 19:32:35,513 INFO -- Edge Accuracy = 62.96, Instantaneous Accuracy = 70.37, Lagged Accuracy = 70.37, Counterfactual Accuracy = 62.96,  Blended Accuracy = 70.37,  RR Accuracy = 70.37  
2025-03-21 19:32:38,929 INFO -- Edge Accuracy = 60.71, Instantaneous Accuracy = 71.43, Lagged Accuracy = 71.43, Counterfactual Accuracy = 60.71,  Blended Accuracy = 67.86,  RR Accuracy = 67.86  
2025-03-21 19:32:44,107 INFO -- Edge Accuracy = 58.62, Instantaneous Accuracy = 68.97, Lagged Accuracy = 72.41, Counterfactual Accuracy = 62.07,  Blended Accuracy = 68.97,  RR Accuracy = 68.97  
2025-03-21 19:32:47,904 INFO -- Edge Accuracy = 60.00, Instantaneous Accuracy = 70.00, Lagged Accuracy = 73.33, Counterfactual Accuracy = 63.33,  Blended Accuracy = 70.00,  RR Accuracy = 70.00  
2025-03-21 19:37:52,362 INFO -- Edge Accuracy = 0.00, Instantaneous Accuracy = 0.00, Lagged Accuracy = 100.00, Counterfactual Accuracy = 0.00,  Blended Accuracy = 0.00,  RR Accuracy = 0.00  
2025-03-21 19:37:56,192 INFO -- Edge Accuracy = 50.00, Instantaneous Accuracy = 50.00, Lagged Accuracy = 100.00, Counterfactual Accuracy = 50.00,  Blended Accuracy = 50.00,  RR Accuracy = 0.00  
2025-03-21 19:38:02,156 INFO -- Edge Accuracy = 66.67, Instantaneous Accuracy = 66.67, Lagged Accuracy = 100.00, Counterfactual Accuracy = 33.33,  Blended Accuracy = 66.67,  RR Accuracy = 0.00  
2025-03-21 19:38:08,522 INFO -- Edge Accuracy = 75.00, Instantaneous Accuracy = 75.00, Lagged Accuracy = 100.00, Counterfactual Accuracy = 50.00,  Blended Accuracy = 75.00,  RR Accuracy = 25.00  
2025-03-21 19:38:11,908 INFO -- Edge Accuracy = 80.00, Instantaneous Accuracy = 80.00, Lagged Accuracy = 100.00, Counterfactual Accuracy = 40.00,  Blended Accuracy = 80.00,  RR Accuracy = 40.00  
2025-03-21 19:38:14,782 INFO -- Edge Accuracy = 83.33, Instantaneous Accuracy = 83.33, Lagged Accuracy = 83.33, Counterfactual Accuracy = 50.00,  Blended Accuracy = 83.33,  RR Accuracy = 50.00  
2025-03-21 19:38:20,951 INFO -- Edge Accuracy = 85.71, Instantaneous Accuracy = 85.71, Lagged Accuracy = 85.71, Counterfactual Accuracy = 57.14,  Blended Accuracy = 85.71,  RR Accuracy = 57.14  
2025-03-21 19:38:24,141 INFO -- Edge Accuracy = 75.00, Instantaneous Accuracy = 75.00, Lagged Accuracy = 75.00, Counterfactual Accuracy = 62.50,  Blended Accuracy = 87.50,  RR Accuracy = 62.50  
2025-03-21 19:38:26,988 INFO -- Edge Accuracy = 77.78, Instantaneous Accuracy = 77.78, Lagged Accuracy = 77.78, Counterfactual Accuracy = 55.56,  Blended Accuracy = 88.89,  RR Accuracy = 66.67  
2025-03-21 19:38:30,245 INFO -- Edge Accuracy = 80.00, Instantaneous Accuracy = 80.00, Lagged Accuracy = 80.00, Counterfactual Accuracy = 60.00,  Blended Accuracy = 90.00,  RR Accuracy = 70.00  
2025-03-21 19:38:36,721 INFO -- Edge Accuracy = 81.82, Instantaneous Accuracy = 81.82, Lagged Accuracy = 81.82, Counterfactual Accuracy = 54.55,  Blended Accuracy = 90.91,  RR Accuracy = 72.73  
2025-03-21 19:38:39,598 INFO -- Edge Accuracy = 75.00, Instantaneous Accuracy = 75.00, Lagged Accuracy = 75.00, Counterfactual Accuracy = 58.33,  Blended Accuracy = 83.33,  RR Accuracy = 75.00  
2025-03-21 19:38:42,888 INFO -- Edge Accuracy = 76.92, Instantaneous Accuracy = 76.92, Lagged Accuracy = 76.92, Counterfactual Accuracy = 53.85,  Blended Accuracy = 84.62,  RR Accuracy = 76.92  
2025-03-21 19:38:49,819 INFO -- Edge Accuracy = 78.57, Instantaneous Accuracy = 71.43, Lagged Accuracy = 78.57, Counterfactual Accuracy = 50.00,  Blended Accuracy = 78.57,  RR Accuracy = 78.57  
2025-03-21 19:38:53,619 INFO -- Edge Accuracy = 80.00, Instantaneous Accuracy = 73.33, Lagged Accuracy = 80.00, Counterfactual Accuracy = 53.33,  Blended Accuracy = 80.00,  RR Accuracy = 80.00  
2025-03-21 19:38:57,426 INFO -- Edge Accuracy = 81.25, Instantaneous Accuracy = 75.00, Lagged Accuracy = 75.00, Counterfactual Accuracy = 56.25,  Blended Accuracy = 81.25,  RR Accuracy = 75.00  
2025-03-21 19:39:02,335 INFO -- Edge Accuracy = 82.35, Instantaneous Accuracy = 76.47, Lagged Accuracy = 70.59, Counterfactual Accuracy = 58.82,  Blended Accuracy = 82.35,  RR Accuracy = 70.59  
2025-03-21 19:39:05,864 INFO -- Edge Accuracy = 83.33, Instantaneous Accuracy = 77.78, Lagged Accuracy = 72.22, Counterfactual Accuracy = 55.56,  Blended Accuracy = 83.33,  RR Accuracy = 72.22  
2025-03-21 19:39:11,204 INFO -- Edge Accuracy = 84.21, Instantaneous Accuracy = 78.95, Lagged Accuracy = 73.68, Counterfactual Accuracy = 52.63,  Blended Accuracy = 84.21,  RR Accuracy = 68.42  
2025-03-21 19:39:13,925 INFO -- Edge Accuracy = 80.00, Instantaneous Accuracy = 75.00, Lagged Accuracy = 75.00, Counterfactual Accuracy = 50.00,  Blended Accuracy = 80.00,  RR Accuracy = 70.00  
2025-03-21 19:39:16,983 INFO -- Edge Accuracy = 80.95, Instantaneous Accuracy = 76.19, Lagged Accuracy = 76.19, Counterfactual Accuracy = 47.62,  Blended Accuracy = 76.19,  RR Accuracy = 71.43  
2025-03-21 19:39:20,949 INFO -- Edge Accuracy = 77.27, Instantaneous Accuracy = 72.73, Lagged Accuracy = 77.27, Counterfactual Accuracy = 45.45,  Blended Accuracy = 72.73,  RR Accuracy = 72.73  
2025-03-21 19:39:25,219 INFO -- Edge Accuracy = 78.26, Instantaneous Accuracy = 73.91, Lagged Accuracy = 78.26, Counterfactual Accuracy = 47.83,  Blended Accuracy = 69.57,  RR Accuracy = 73.91  
2025-03-21 19:39:29,288 INFO -- Edge Accuracy = 79.17, Instantaneous Accuracy = 75.00, Lagged Accuracy = 79.17, Counterfactual Accuracy = 50.00,  Blended Accuracy = 70.83,  RR Accuracy = 75.00  
2025-03-21 19:39:39,394 INFO -- Edge Accuracy = 100.00, Instantaneous Accuracy = 100.00, Lagged Accuracy = 0.00, Counterfactual Accuracy = 100.00,  Blended Accuracy = 100.00,  RR Accuracy = 0.00  
2025-03-21 19:39:43,205 INFO -- Edge Accuracy = 50.00, Instantaneous Accuracy = 50.00, Lagged Accuracy = 0.00, Counterfactual Accuracy = 50.00,  Blended Accuracy = 50.00,  RR Accuracy = 50.00  
2025-03-21 19:39:45,916 INFO -- Edge Accuracy = 66.67, Instantaneous Accuracy = 66.67, Lagged Accuracy = 0.00, Counterfactual Accuracy = 66.67,  Blended Accuracy = 33.33,  RR Accuracy = 66.67  
2025-03-21 19:42:33,804 INFO -- Edge Accuracy = 100.00, Instantaneous Accuracy = 0.00, Lagged Accuracy = 100.00, Counterfactual Accuracy = 100.00,  Blended Accuracy = 100.00,  RR Accuracy = 0.00  
2025-03-21 19:42:38,588 INFO -- Edge Accuracy = 100.00, Instantaneous Accuracy = 0.00, Lagged Accuracy = 100.00, Counterfactual Accuracy = 100.00,  Blended Accuracy = 100.00,  RR Accuracy = 50.00  
2025-03-21 19:42:43,302 INFO -- Edge Accuracy = 100.00, Instantaneous Accuracy = 33.33, Lagged Accuracy = 100.00, Counterfactual Accuracy = 100.00,  Blended Accuracy = 100.00,  RR Accuracy = 66.67  
2025-03-21 19:42:46,156 INFO -- Edge Accuracy = 100.00, Instantaneous Accuracy = 25.00, Lagged Accuracy = 75.00, Counterfactual Accuracy = 100.00,  Blended Accuracy = 100.00,  RR Accuracy = 75.00  
2025-03-21 19:42:49,222 INFO -- Edge Accuracy = 100.00, Instantaneous Accuracy = 40.00, Lagged Accuracy = 80.00, Counterfactual Accuracy = 80.00,  Blended Accuracy = 100.00,  RR Accuracy = 80.00  
2025-03-21 19:42:56,365 INFO -- Edge Accuracy = 100.00, Instantaneous Accuracy = 50.00, Lagged Accuracy = 83.33, Counterfactual Accuracy = 83.33,  Blended Accuracy = 100.00,  RR Accuracy = 83.33  
2025-03-21 19:42:59,235 INFO -- Edge Accuracy = 100.00, Instantaneous Accuracy = 57.14, Lagged Accuracy = 85.71, Counterfactual Accuracy = 85.71,  Blended Accuracy = 100.00,  RR Accuracy = 85.71  
2025-03-21 19:43:02,053 INFO -- Edge Accuracy = 87.50, Instantaneous Accuracy = 50.00, Lagged Accuracy = 75.00, Counterfactual Accuracy = 87.50,  Blended Accuracy = 87.50,  RR Accuracy = 87.50  
2025-03-21 19:43:06,445 INFO -- Edge Accuracy = 88.89, Instantaneous Accuracy = 55.56, Lagged Accuracy = 66.67, Counterfactual Accuracy = 88.89,  Blended Accuracy = 88.89,  RR Accuracy = 88.89  
2025-03-21 19:43:09,836 INFO -- Edge Accuracy = 90.00, Instantaneous Accuracy = 50.00, Lagged Accuracy = 60.00, Counterfactual Accuracy = 80.00,  Blended Accuracy = 80.00,  RR Accuracy = 90.00  
2025-03-21 19:43:13,085 INFO -- Edge Accuracy = 81.82, Instantaneous Accuracy = 45.45, Lagged Accuracy = 54.55, Counterfactual Accuracy = 72.73,  Blended Accuracy = 72.73,  RR Accuracy = 81.82  
2025-03-21 19:43:17,824 INFO -- Edge Accuracy = 83.33, Instantaneous Accuracy = 50.00, Lagged Accuracy = 50.00, Counterfactual Accuracy = 75.00,  Blended Accuracy = 75.00,  RR Accuracy = 75.00  
2025-03-21 19:43:20,706 INFO -- Edge Accuracy = 84.62, Instantaneous Accuracy = 53.85, Lagged Accuracy = 53.85, Counterfactual Accuracy = 69.23,  Blended Accuracy = 76.92,  RR Accuracy = 76.92  
