2025-03-18 16:23:07,667 INFO -- Edge Accuracy = 100.00, Instantaneous Accuracy = 100.00, Lagged Accuracy = 100.00, Counterfactual Accuracy = 100.00,  Blended Accuracy = 100.00,  RR Accuracy = 0.00  
2025-03-18 16:23:13,142 INFO -- Edge Accuracy = 100.00, Instantaneous Accuracy = 100.00, Lagged Accuracy = 50.00, Counterfactual Accuracy = 100.00,  Blended Accuracy = 100.00,  RR Accuracy = 0.00  
2025-03-18 16:23:17,241 INFO -- Edge Accuracy = 100.00, Instantaneous Accuracy = 100.00, Lagged Accuracy = 33.33, Counterfactual Accuracy = 66.67,  Blended Accuracy = 100.00,  RR Accuracy = 33.33  
2025-03-18 16:23:21,898 INFO -- Edge Accuracy = 75.00, Instantaneous Accuracy = 100.00, Lagged Accuracy = 25.00, Counterfactual Accuracy = 75.00,  Blended Accuracy = 100.00,  RR Accuracy = 50.00  
2025-03-18 16:23:25,477 INFO -- Edge Accuracy = 80.00, Instantaneous Accuracy = 100.00, Lagged Accuracy = 40.00, Counterfactual Accuracy = 80.00,  Blended Accuracy = 100.00,  RR Accuracy = 60.00  
2025-03-18 16:23:29,567 INFO -- Edge Accuracy = 83.33, Instantaneous Accuracy = 100.00, Lagged Accuracy = 33.33, Counterfactual Accuracy = 66.67,  Blended Accuracy = 83.33,  RR Accuracy = 50.00  
2025-03-18 16:23:33,207 INFO -- Edge Accuracy = 85.71, Instantaneous Accuracy = 100.00, Lagged Accuracy = 28.57, Counterfactual Accuracy = 71.43,  Blended Accuracy = 85.71,  RR Accuracy = 42.86  
2025-03-18 16:23:37,200 INFO -- Edge Accuracy = 87.50, Instantaneous Accuracy = 100.00, Lagged Accuracy = 37.50, Counterfactual Accuracy = 62.50,  Blended Accuracy = 75.00,  RR Accuracy = 37.50  
2025-03-18 16:23:40,858 INFO -- Edge Accuracy = 88.89, Instantaneous Accuracy = 100.00, Lagged Accuracy = 44.44, Counterfactual Accuracy = 55.56,  Blended Accuracy = 77.78,  RR Accuracy = 33.33  
2025-03-18 16:23:45,439 INFO -- Edge Accuracy = 90.00, Instantaneous Accuracy = 90.00, Lagged Accuracy = 50.00, Counterfactual Accuracy = 60.00,  Blended Accuracy = 70.00,  RR Accuracy = 30.00  
2025-03-18 16:23:50,577 INFO -- Edge Accuracy = 90.91, Instantaneous Accuracy = 90.91, Lagged Accuracy = 54.55, Counterfactual Accuracy = 54.55,  Blended Accuracy = 63.64,  RR Accuracy = 36.36  
2025-03-18 16:23:54,041 INFO -- Edge Accuracy = 91.67, Instantaneous Accuracy = 91.67, Lagged Accuracy = 58.33, Counterfactual Accuracy = 50.00,  Blended Accuracy = 66.67,  RR Accuracy = 41.67  
2025-03-18 16:23:59,392 INFO -- Edge Accuracy = 92.31, Instantaneous Accuracy = 92.31, Lagged Accuracy = 61.54, Counterfactual Accuracy = 53.85,  Blended Accuracy = 69.23,  RR Accuracy = 46.15  
2025-03-18 16:24:08,231 INFO -- Edge Accuracy = 92.86, Instantaneous Accuracy = 92.86, Lagged Accuracy = 57.14, Counterfactual Accuracy = 57.14,  Blended Accuracy = 71.43,  RR Accuracy = 42.86  
2025-03-18 16:24:16,183 INFO -- Edge Accuracy = 93.33, Instantaneous Accuracy = 86.67, Lagged Accuracy = 60.00, Counterfactual Accuracy = 53.33,  Blended Accuracy = 66.67,  RR Accuracy = 40.00  
2025-03-18 16:24:20,455 INFO -- Edge Accuracy = 93.75, Instantaneous Accuracy = 87.50, Lagged Accuracy = 62.50, Counterfactual Accuracy = 56.25,  Blended Accuracy = 68.75,  RR Accuracy = 43.75  
2025-03-18 16:24:24,224 INFO -- Edge Accuracy = 94.12, Instantaneous Accuracy = 88.24, Lagged Accuracy = 58.82, Counterfactual Accuracy = 52.94,  Blended Accuracy = 70.59,  RR Accuracy = 41.18  
2025-03-18 16:24:28,705 INFO -- Edge Accuracy = 94.44, Instantaneous Accuracy = 88.89, Lagged Accuracy = 61.11, Counterfactual Accuracy = 50.00,  Blended Accuracy = 72.22,  RR Accuracy = 38.89  
2025-03-18 16:24:34,067 INFO -- Edge Accuracy = 89.47, Instantaneous Accuracy = 84.21, Lagged Accuracy = 57.89, Counterfactual Accuracy = 52.63,  Blended Accuracy = 73.68,  RR Accuracy = 36.84  
